date,merchant,amount,category
2026-03-18 07:13:46,Blinkit,999,Market
2026-03-18 14:26:46,Starbucks,1320,Coffee
2026-03-18 21:39:46,CafeCoffeeDay,2028,Coffee
2026-03-18 03:52:46,Barista,3149,Coffee
2026-03-18 11:05:46,OlaCabs,4659,Transport
2026-03-19 18:18:46,Uber,97,Transport
2026-03-19 01:31:46,IRCTC,265,Transport
2026-03-19 08:44:46,Rapido,218,Transport
2026-03-19 14:57:46,Razorpay,368,Business
2026-03-19 22:10:46,Zoho,576,Business
2026-03-19 05:23:46,Meesho,848,Business
2026-03-20 12:36:46,Zomato,1285,Restaurant
2026-03-20 18:49:46,Swiggy,1962,Restaurant
2026-03-20 02:02:46,KFC,3198,Restaurant
2026-03-20 09:15:46,McDonalds,4672,Restaurant
2026-03-20 16:28:46,DMart,231,Market
2026-03-20 23:41:46,BigBazaar,245,Market
2026-03-21 05:54:46,Reliance,253,Market
2026-03-21 13:07:46,Blinkit,412,Market
2026-03-21 20:20:46,Starbucks,571,Coffee
2026-03-21 03:33:46,CafeCoffeeDay,949,Coffee
2026-03-21 10:46:46,Barista,1446,Coffee
2026-03-21 16:59:46,OlaCabs,1997,Transport
2026-03-22 00:12:46,Uber,3299,Transport
2026-03-22 07:25:46,IRCTC,4623,Transport
2026-03-22 14:38:46,Rapido,109,Transport
2026-03-22 20:51:46,Razorpay,228,Business
2026-03-22 04:04:46,Zoho,318,Business
2026-03-22 11:17:46,Meesho,426,Business
2026-03-23 18:30:46,Zomato,652,Restaurant
2026-03-23 01:43:46,Swiggy,850,Restaurant
2026-03-23 07:56:46,KFC,1423,Restaurant
2026-03-23 15:09:46,McDonalds,1930,Restaurant
2026-03-23 22:22:46,DMart,3230,Market
2026-03-23 05:35:46,BigBazaar,4708,Market
2026-03-24 11:48:46,Reliance,122,Market
2026-03-24 19:01:46,Blinkit,254,Market
2026-03-24 02:14:46,Starbucks,244,Coffee
2026-03-24 09:27:46,CafeCoffeeDay,306,Coffee
2026-03-24 16:40:46,Barista,563,Coffee
2026-03-24 22:53:46,OlaCabs,888,Transport
2026-03-25 06:06:46,Uber,1442,Transport
2026-03-25 13:19:46,IRCTC,2067,Transport
2026-03-25 20:32:46,Rapido,3270,Transport
2026-03-25 03:45:46,Razorpay,4525,Business
2026-03-25 09:58:46,Zoho,235,Business
2026-03-25 17:11:46,Meesho,272,Business
2026-03-26 00:24:46,Zomato,248,Restaurant
2026-03-26 07:37:46,Swiggy,447,Restaurant
2026-03-26 13:50:46,KFC,550,Restaurant
2026-03-26 21:03:46,McDonalds,1025,Restaurant
2026-03-26 04:16:46,DMart,1463,Market
2026-03-26 11:29:46,BigBazaar,1964,Market
2026-03-27 18:42:46,Reliance,3240,Market
2026-03-27 00:55:46,Blinkit,4652,Market
2026-03-27 08:08:46,Starbucks,206,Coffee
2026-03-27 15:21:46,CafeCoffeeDay,213,Coffee
2026-03-27 22:34:46,Barista,251,Coffee
2026-03-27 05:47:46,OlaCabs,346,Transport
2026-03-28 12:00:46,Uber,689,Transport
2026-03-28 19:13:46,IRCTC,941,Transport
2026-03-28 02:26:46,Rapido,1432,Transport
2026-03-28 09:39:46,Razorpay,2045,Business
2026-03-28 15:52:46,Zoho,3143,Business
2026-03-28 23:05:46,Meesho,4640,Business
2026-03-29 06:18:46,Zomato,129,Restaurant
2026-03-29 13:31:46,Swiggy,204,Restaurant
2026-03-29 20:44:46,KFC,265,Restaurant
2026-03-29 02:57:46,McDonalds,382,Restaurant
2026-03-29 10:10:46,DMart,711,Market
2026-03-29 17:23:46,BigBazaar,856,Market
2026-03-30 00:36:46,Reliance,1311,Market
2026-03-30 06:49:46,Blinkit,2004,Market
2026-03-30 14:02:46,Starbucks,3225,Coffee
2026-03-30 21:15:46,CafeCoffeeDay,4697,Coffee
2026-03-30 04:28:46,Barista,166,Coffee
2026-03-30 11:41:46,OlaCabs,173,Transport
2026-03-31 17:54:46,Uber,349,Transport
2026-03-31 01:07:46,IRCTC,402,Transport
2026-03-31 08:20:46,Rapido,734,Transport
2026-03-31 15:33:46,Razorpay,970,Business
2026-03-31 22:46:46,Zoho,1279,Business
2026-03-31 04:59:46,Meesho,2036,Business
2026-04-01 12:12:46,Zomato,3142,Restaurant
2026-04-01 19:25:46,Swiggy,4600,Restaurant
2026-04-01 02:38:46,KFC,104,Restaurant
2026-04-01 08:51:46,McDonalds,182,Restaurant
2026-04-01 16:04:46,DMart,209,Market
2026-04-01 23:17:46,BigBazaar,497,Market
2026-04-02 06:30:46,Reliance,643,Market
2026-04-02 13:43:46,Blinkit,961,Market
2026-04-02 19:56:46,Starbucks,1270,Coffee
2026-04-02 03:09:46,CafeCoffeeDay,2088,Coffee
2026-04-02 10:22:46,Barista,3258,Coffee
2026-04-02 17:35:46,OlaCabs,4638,Transport
2026-04-02 23:48:46,Uber,145,Transport
2026-04-03 07:01:46,IRCTC,113,Transport
2026-04-03 14:14:46,Rapido,228,Transport
2026-04-03 21:27:46,Razorpay,432,Business
2026-04-03 04:40:46,Zoho,632,Business
2026-04-03 10:53:46,Meesho,989,Business
2026-04-04 18:06:46,Zomato,1463,Restaurant
2026-04-04 01:19:46,Swiggy,2047,Restaurant
2026-04-04 08:32:46,KFC,3280,Restaurant
2026-04-04 15:45:46,McDonalds,4633,Restaurant
2026-04-04 21:58:46,DMart,234,Market
2026-04-04 05:11:46,BigBazaar,113,Market
2026-04-05 12:24:46,Reliance,232,Market
2026-04-05 19:37:46,Blinkit,368,Market
2026-04-05 01:50:46,Starbucks,680,Coffee
2026-04-05 09:03:46,CafeCoffeeDay,863,Coffee
2026-04-05 16:16:46,Barista,1343,Coffee
2026-04-05 23:29:46,OlaCabs,2032,Transport
2026-04-06 06:42:46,Uber,3298,Transport
2026-04-06 12:55:46,IRCTC,4644,Transport
2026-04-06 20:08:46,Rapido,71,Transport
2026-04-06 03:21:46,Razorpay,107,Business
2026-04-06 10:34:46,Zoho,341,Business
2026-04-06 17:47:46,Meesho,455,Business
2026-04-07 00:00:46,Zomato,601,Restaurant
2026-04-07 07:13:46,Swiggy,1011,Restaurant
2026-04-07 14:26:46,KFC,1310,Restaurant
2026-04-07 21:39:46,McDonalds,1999,Restaurant
2026-04-07 03:52:46,DMart,3261,Market
2026-04-07 11:05:46,BigBazaar,4523,Market
2026-04-08 18:18:46,Reliance,181,Market
2026-04-08 01:31:46,Blinkit,204,Market
2026-04-08 08:44:46,Starbucks,203,Coffee
2026-04-08 14:57:46,CafeCoffeeDay,357,Coffee
2026-04-08 22:10:46,Barista,569,Coffee
2026-04-08 05:23:46,OlaCabs,948,Transport
2026-04-09 12:36:46,Uber,1300,Transport
2026-04-09 18:49:46,IRCTC,2085,Transport
2026-04-09 02:02:46,Rapido,3159,Transport
2026-04-09 09:15:46,Razorpay,4647,Business
2026-04-09 16:28:46,Zoho,223,Business
2026-04-09 23:41:46,Meesho,174,Business
2026-04-10 05:54:46,Zomato,310,Restaurant
2026-04-10 13:07:46,Swiggy,480,Restaurant
2026-04-10 20:20:46,KFC,609,Restaurant
2026-04-10 03:33:46,McDonalds,936,Restaurant
2026-04-10 10:46:46,DMart,1393,Market
2026-04-10 16:59:46,BigBazaar,2040,Market
2026-04-11 00:12:46,Reliance,3182,Market
2026-04-11 07:25:46,Blinkit,4636,Market
2026-04-11 14:38:46,Starbucks,181,Coffee
2026-04-11 20:51:46,CafeCoffeeDay,137,Coffee
2026-04-11 04:04:46,Barista,278,Coffee
2026-04-11 11:17:46,OlaCabs,348,Transport
2026-04-12 18:30:46,Uber,693,Transport
2026-04-12 01:43:46,IRCTC,960,Transport
2026-04-12 07:56:46,Rapido,1461,Transport
2026-04-12 15:09:46,Razorpay,1954,Business
2026-04-12 22:22:46,Zoho,3137,Business
2026-04-12 05:35:46,Meesho,4590,Business
2026-04-13 11:48:46,Zomato,237,Restaurant
2026-04-13 19:01:46,Swiggy,206,Restaurant
2026-04-13 02:14:46,KFC,267,Restaurant
2026-04-13 09:27:46,McDonalds,429,Restaurant
2026-04-13 16:40:46,DMart,608,Market
2026-04-13 22:53:46,BigBazaar,830,Market
2026-04-14 06:06:46,Reliance,1342,Market
2026-04-14 13:19:46,Blinkit,2105,Market
2026-04-14 20:32:46,Starbucks,3196,Coffee
2026-04-14 03:45:46,CafeCoffeeDay,4670,Coffee
2026-04-14 09:58:46,Barista,188,Coffee
2026-04-14 17:11:46,OlaCabs,268,Transport
2026-04-15 00:24:46,Uber,305,Transport
2026-04-15 07:37:46,IRCTC,338,Transport
2026-04-15 13:50:46,Rapido,654,Transport
2026-04-15 21:03:46,Razorpay,967,Business
2026-04-15 04:16:46,Zoho,1393,Business
2026-04-15 11:29:46,Meesho,2008,Business
2026-04-16 18:42:46,Zomato,3205,Restaurant
2026-04-16 00:55:46,Swiggy,4661,Restaurant
2026-04-16 08:08:46,KFC,235,Restaurant
2026-04-16 15:21:46,McDonalds,239,Restaurant
2026-04-16 22:34:46,DMart,276,Market
2026-04-16 05:47:46,BigBazaar,416,Market
2026-04-17 12:00:46,Reliance,622,Market
2026-04-17 19:13:46,Blinkit,878,Market
2026-04-17 02:26:46,Starbucks,1448,Coffee
2026-04-17 09:39:46,CafeCoffeeDay,1981,Coffee
2026-04-17 15:52:46,Barista,3266,Coffee
2026-04-17 23:05:46,OlaCabs,4618,Transport
2026-04-18 06:18:46,Uber,99,Transport
2026-04-18 13:31:46,IRCTC,298,Transport
2026-04-18 20:44:46,Rapido,285,Transport
2026-04-18 02:57:46,Razorpay,311,Business
2026-04-18 10:10:46,Zoho,621,Business
2026-04-18 17:23:46,Meesho,1020,Business
2026-04-19 00:36:46,Zomato,1391,Restaurant
2026-04-19 06:49:46,Swiggy,2100,Restaurant
2026-04-19 14:02:46,KFC,3217,Restaurant
2026-04-19 21:15:46,McDonalds,4618,Restaurant
2026-04-19 04:28:46,DMart,209,Market
2026-04-19 11:41:46,BigBazaar,266,Market
2026-04-20 17:54:46,Reliance,218,Market
2026-04-20 01:07:46,Blinkit,426,Market
2026-04-20 08:20:46,Starbucks,549,Coffee
2026-04-20 15:33:46,CafeCoffeeDay,862,Coffee
2026-04-20 22:46:46,Barista,1398,Coffee
2026-04-20 04:59:46,OlaCabs,2071,Transport
2026-04-21 12:12:46,Uber,3204,Transport
2026-04-21 19:25:46,IRCTC,4545,Transport
2026-04-21 02:38:46,Rapido,152,Transport
2026-04-21 08:51:46,Razorpay,125,Business
2026-04-21 16:04:46,Zoho,314,Business
2026-04-21 23:17:46,Meesho,416,Business
2026-04-22 06:30:46,Zomato,543,Restaurant
2026-04-22 13:43:46,Swiggy,1014,Restaurant
2026-04-22 19:56:46,KFC,1306,Restaurant
2026-04-22 03:09:46,McDonalds,2024,Restaurant
2026-04-22 10:22:46,DMart,3287,Market
2026-04-22 17:35:46,BigBazaar,4559,Market
2026-04-22 23:48:46,Reliance,60,Market
2026-04-23 07:01:46,Blinkit,220,Market
2026-04-23 14:14:46,Starbucks,380,Coffee
2026-04-23 21:27:46,CafeCoffeeDay,367,Coffee
2026-04-23 04:40:46,Barista,626,Coffee
2026-04-23 10:53:46,OlaCabs,989,Transport
2026-04-24 18:06:46,Uber,1447,Transport
2026-04-24 01:19:46,IRCTC,2021,Transport
2026-04-24 08:32:46,Rapido,3286,Transport
2026-04-24 15:45:46,Razorpay,4540,Business
2026-04-24 21:58:46,Zoho,124,Business
2026-04-24 05:11:46,Meesho,272,Business
2026-04-25 12:24:46,Zomato,316,Restaurant
2026-04-25 19:37:46,Swiggy,397,Restaurant
2026-04-25 01:50:46,KFC,621,Restaurant
2026-04-25 09:03:46,McDonalds,990,Restaurant
2026-04-25 16:16:46,DMart,1453,Market
2026-04-25 23:29:46,BigBazaar,2114,Market
2026-04-26 06:42:46,Reliance,3244,Market
2026-04-26 12:55:46,Blinkit,4658,Market
2026-04-26 20:08:46,Starbucks,60,Coffee
2026-04-26 03:21:46,CafeCoffeeDay,258,Coffee
2026-04-26 10:34:46,Barista,197,Coffee
2026-04-26 17:47:46,OlaCabs,360,Transport
2026-04-27 00:00:46,Uber,701,Transport
2026-04-27 07:13:46,IRCTC,1005,Transport
2026-04-27 14:26:46,Rapido,1343,Transport
2026-04-27 21:39:46,Razorpay,1978,Business
2026-04-27 03:52:46,Zoho,3311,Business
2026-04-27 11:05:46,Meesho,4543,Business
2026-04-28 18:18:46,Zomato,151,Restaurant
2026-04-28 01:31:46,Swiggy,125,Restaurant
2026-04-28 08:44:46,KFC,374,Restaurant
2026-04-28 14:57:46,McDonalds,462,Restaurant
2026-04-28 22:10:46,DMart,720,Market
2026-04-28 05:23:46,BigBazaar,855,Market
2026-04-29 12:36:46,Reliance,1383,Market
2026-04-29 18:49:46,Blinkit,1962,Market
2026-04-29 02:02:46,Starbucks,3297,Coffee
2026-04-29 09:15:46,CafeCoffeeDay,4596,Coffee
2026-04-29 16:28:46,Barista,60,Coffee
2026-04-29 23:41:46,OlaCabs,111,Transport
2026-04-30 05:54:46,Uber,263,Transport
2026-04-30 13:07:46,IRCTC,314,Transport
2026-04-30 20:20:46,Rapido,615,Transport
2026-04-30 03:33:46,Razorpay,921,Business
2026-04-30 10:46:46,Zoho,1365,Business
2026-04-30 16:59:46,Meesho,2030,Business
2026-05-01 00:12:46,Zomato,3157,Restaurant
2026-05-01 07:25:46,Swiggy,4582,Restaurant
2026-05-01 14:38:46,KFC,175,Restaurant
2026-05-01 20:51:46,McDonalds,205,Restaurant
2026-05-01 04:04:46,DMart,324,Market
2026-05-01 11:17:46,BigBazaar,474,Market
2026-05-02 18:30:46,Reliance,586,Market
2026-05-02 01:43:46,Blinkit,873,Market
2026-05-02 07:56:46,Starbucks,1314,Coffee
2026-05-02 15:09:46,CafeCoffeeDay,1940,Coffee
2026-05-02 22:22:46,Barista,3276,Coffee
2026-05-02 05:35:46,OlaCabs,4617,Transport
2026-05-03 11:48:46,Uber,198,Transport
2026-05-03 19:01:46,IRCTC,274,Transport
2026-05-03 02:14:46,Rapido,241,Transport
2026-05-03 09:27:46,Razorpay,427,Business
2026-05-03 16:40:46,Zoho,689,Business
2026-05-03 22:53:46,Meesho,866,Business
2026-05-04 06:06:46,Zomato,1329,Restaurant
2026-05-04 13:19:46,Swiggy,2038,Restaurant
2026-05-04 20:32:46,KFC,3283,Restaurant
2026-05-04 03:45:46,McDonalds,4585,Restaurant
2026-05-04 09:58:46,DMart,157,Market
2026-05-04 17:11:46,BigBazaar,165,Market
2026-05-05 00:24:46,Reliance,350,Market
2026-05-05 07:37:46,Blinkit,302,Market
2026-05-05 13:50:46,Starbucks,659,Coffee
2026-05-05 21:03:46,CafeCoffeeDay,903,Coffee
2026-05-05 04:16:46,Barista,1443,Coffee
2026-05-05 11:29:46,OlaCabs,2059,Transport
2026-05-06 18:42:46,Uber,3160,Transport
2026-05-06 00:55:46,IRCTC,4538,Transport
2026-05-06 08:08:46,Rapido,153,Transport
2026-05-06 15:21:46,Razorpay,188,Business
2026-05-06 22:34:46,Zoho,330,Business
2026-05-06 05:47:46,Meesho,376,Business
2026-05-07 12:00:46,Zomato,703,Restaurant
2026-05-07 19:13:46,Swiggy,938,Restaurant
2026-05-07 02:26:46,KFC,1446,Restaurant
2026-05-07 09:39:46,McDonalds,1984,Restaurant
2026-05-07 15:52:46,DMart,3236,Market
2026-05-07 23:05:46,BigBazaar,4597,Market
2026-05-08 06:18:46,Reliance,90,Market
2026-05-08 13:31:46,Blinkit,198,Market
2026-05-08 20:44:46,Starbucks,303,Coffee
2026-05-08 02:57:46,CafeCoffeeDay,327,Coffee
2026-05-08 10:10:46,Barista,600,Coffee
2026-05-08 17:23:46,OlaCabs,927,Transport
2026-05-09 00:36:46,Uber,1416,Transport
2026-05-09 06:49:46,IRCTC,2011,Transport
2026-05-09 14:02:46,Rapido,3267,Transport
2026-05-09 21:15:46,Razorpay,4595,Business
2026-05-09 04:28:46,Zoho,219,Business
2026-05-09 11:41:46,Meesho,175,Business
2026-05-10 17:54:46,Zomato,185,Restaurant
2026-05-10 01:07:46,Swiggy,468,Restaurant
2026-05-10 08:20:46,KFC,641,Restaurant
2026-05-10 15:33:46,McDonalds,900,Restaurant
2026-05-10 22:46:46,DMart,1272,Market
2026-05-10 04:59:46,BigBazaar,2064,Market
2026-05-11 12:12:46,Reliance,3295,Market
2026-05-11 19:25:46,Blinkit,4719,Market
2026-05-11 02:38:46,Starbucks,230,Coffee
2026-05-11 08:51:46,CafeCoffeeDay,112,Coffee
2026-05-11 16:04:46,Barista,335,Coffee
2026-05-11 23:17:46,OlaCabs,490,Transport
2026-05-12 06:30:46,Uber,667,Transport
2026-05-12 13:43:46,IRCTC,903,Transport
2026-05-12 19:56:46,Rapido,1468,Transport
2026-05-12 03:09:46,Razorpay,1978,Business
2026-05-12 10:22:46,Zoho,3275,Business
2026-05-12 17:35:46,Meesho,4610,Business
2026-05-12 23:48:46,Zomato,96,Restaurant
2026-05-13 07:01:46,Swiggy,262,Restaurant
2026-05-13 14:14:46,KFC,228,Restaurant
2026-05-13 21:27:46,McDonalds,458,Restaurant
2026-05-13 04:40:46,DMart,604,Market
2026-05-13 10:53:46,BigBazaar,1003,Market
2026-05-14 18:06:46,Reliance,1463,Market
2026-05-14 01:19:46,Blinkit,2104,Market
2026-05-14 08:32:46,Starbucks,3316,Coffee
2026-05-14 15:45:46,CafeCoffeeDay,4688,Coffee
2026-05-14 21:58:46,Barista,214,Coffee
2026-05-14 05:11:46,OlaCabs,135,Transport
2026-05-15 12:24:46,Uber,340,Transport
2026-05-15 19:37:46,IRCTC,324,Transport
2026-05-15 01:50:46,Rapido,700,Transport
2026-05-15 09:03:46,Razorpay,995,Business
2026-05-15 16:16:46,Zoho,1280,Business
2026-05-15 23:29:46,Meesho,1999,Business
2026-05-16 06:42:46,Zomato,3232,Restaurant
2026-05-16 12:55:46,Swiggy,4528,Restaurant
2026-05-16 20:08:46,KFC,188,Restaurant
2026-05-16 03:21:46,McDonalds,193,Restaurant
2026-05-16 10:34:46,DMart,367,Market
2026-05-16 17:47:46,BigBazaar,333,Market
2026-05-17 00:00:46,Reliance,563,Market
2026-05-17 07:13:46,Blinkit,905,Market
2026-05-17 14:26:46,Starbucks,1353,Coffee
2026-05-17 21:39:46,CafeCoffeeDay,2111,Coffee
2026-05-17 03:52:46,Barista,3226,Coffee
2026-05-17 11:05:46,OlaCabs,4564,Transport
2026-05-18 18:18:46,Uber,91,Transport
2026-05-18 01:31:46,IRCTC,133,Transport
2026-05-18 08:44:46,Rapido,318,Transport
2026-05-18 14:57:46,Razorpay,393,Business
2026-05-18 22:10:46,Zoho,675,Business
2026-05-18 05:23:46,Meesho,958,Business
2026-05-19 12:36:46,Zomato,1339,Restaurant
2026-05-19 18:49:46,Swiggy,1962,Restaurant
2026-05-19 02:02:46,KFC,3185,Restaurant
2026-05-19 09:15:46,McDonalds,4643,Restaurant
2026-05-19 16:28:46,DMart,115,Market
2026-05-19 23:41:46,BigBazaar,291,Market
2026-05-20 05:54:46,Reliance,266,Market
2026-05-20 13:07:46,Blinkit,329,Market
2026-05-20 20:20:46,Starbucks,659,Coffee
2026-05-20 03:33:46,CafeCoffeeDay,849,Coffee
2026-05-20 10:46:46,Barista,1306,Coffee
2026-05-20 16:59:46,OlaCabs,2113,Transport
2026-05-21 00:12:46,Uber,3177,Transport
2026-05-21 07:25:46,IRCTC,4693,Transport
2026-05-21 14:38:46,Rapido,225,Transport
2026-05-21 20:51:46,Razorpay,272,Business
2026-05-21 04:04:46,Zoho,281,Business
2026-05-21 11:17:46,Meesho,442,Business
2026-05-22 18:30:46,Zomato,633,Restaurant
2026-05-22 01:43:46,Swiggy,853,Restaurant
2026-05-22 07:56:46,KFC,1371,Restaurant
2026-05-22 15:09:46,McDonalds,1923,Restaurant
2026-05-22 22:22:46,DMart,3187,Market
2026-05-22 05:35:46,BigBazaar,4657,Market
2026-05-23 11:48:46,Reliance,71,Market
2026-05-23 19:01:46,Blinkit,216,Market
2026-05-23 02:14:46,Starbucks,274,Coffee
2026-05-23 09:27:46,CafeCoffeeDay,472,Coffee
2026-05-23 16:40:46,Barista,731,Coffee
2026-05-23 22:53:46,OlaCabs,1002,Transport
2026-05-24 06:06:46,Uber,1337,Transport
2026-05-24 13:19:46,IRCTC,2069,Transport
2026-05-24 20:32:46,Rapido,3217,Transport
2026-05-24 03:45:46,Razorpay,4683,Business
2026-05-24 09:58:46,Zoho,135,Business
2026-05-24 17:11:46,Meesho,127,Business
2026-05-25 00:24:46,Zomato,352,Restaurant
2026-05-25 07:37:46,Swiggy,359,Restaurant
2026-05-25 13:50:46,KFC,660,Restaurant
2026-05-25 21:03:46,McDonalds,836,Restaurant
2026-05-25 04:16:46,DMart,1428,Market
2026-05-25 11:29:46,BigBazaar,2063,Market
2026-05-26 18:42:46,Reliance,3203,Market
2026-05-26 00:55:46,Blinkit,4676,Market
2026-05-26 08:08:46,Starbucks,96,Coffee
2026-05-26 15:21:46,CafeCoffeeDay,265,Coffee
2026-05-26 22:34:46,Barista,196,Coffee
2026-05-26 05:47:46,OlaCabs,462,Transport
2026-05-27 12:00:46,Uber,658,Transport
2026-05-27 19:13:46,IRCTC,1009,Transport
2026-05-27 02:26:46,Rapido,1347,Transport
2026-05-27 09:39:46,Razorpay,2086,Business
2026-05-27 15:52:46,Zoho,3224,Business
2026-05-27 23:05:46,Meesho,4549,Business
2026-05-28 06:18:46,Zomato,75,Restaurant
2026-05-28 13:31:46,Swiggy,111,Restaurant
2026-05-28 20:44:46,KFC,189,Restaurant
2026-05-28 02:57:46,McDonalds,377,Restaurant
2026-05-28 10:10:46,DMart,666,Market
2026-05-28 17:23:46,BigBazaar,859,Market
2026-05-29 00:36:46,Reliance,1294,Market
2026-05-29 06:49:46,Blinkit,1980,Market
2026-05-29 14:02:46,Starbucks,3257,Coffee
2026-05-29 21:15:46,CafeCoffeeDay,4554,Coffee
2026-05-29 04:28:46,Barista,139,Coffee
2026-05-29 11:41:46,OlaCabs,216,Transport
2026-05-30 17:54:46,Uber,274,Transport
2026-05-30 01:07:46,IRCTC,471,Transport
2026-05-30 08:20:46,Rapido,730,Transport
2026-05-30 15:33:46,Razorpay,1008,Business
2026-05-30 22:46:46,Zoho,1408,Business
2026-05-30 04:59:46,Meesho,2027,Business
2026-05-31 12:12:46,Zomato,3270,Restaurant
2026-05-31 19:25:46,Swiggy,4710,Restaurant
2026-05-31 02:38:46,KFC,226,Restaurant
2026-05-31 08:51:46,McDonalds,139,Restaurant
2026-05-31 16:04:46,DMart,286,Market
2026-05-31 23:17:46,BigBazaar,467,Market
2026-06-01 06:30:46,Reliance,565,Market
2026-06-01 13:43:46,Blinkit,955,Market
2026-06-01 19:56:46,Starbucks,1427,Coffee
2026-06-01 03:09:46,CafeCoffeeDay,2024,Coffee
2026-06-01 10:22:46,Barista,3191,Coffee
2026-06-01 17:35:46,OlaCabs,4528,Transport
2026-06-01 23:48:46,Uber,216,Transport
2026-06-02 07:01:46,IRCTC,194,Transport
2026-06-02 14:14:46,Rapido,235,Transport
2026-06-02 21:27:46,Razorpay,413,Business
2026-06-02 04:40:46,Zoho,653,Business
2026-06-02 10:53:46,Meesho,890,Business
2026-06-03 18:06:46,Zomato,1362,Restaurant
2026-06-03 01:19:46,Swiggy,1945,Restaurant
2026-06-03 08:32:46,KFC,3295,Restaurant
2026-06-03 15:45:46,McDonalds,4614,Restaurant
2026-06-03 21:58:46,DMart,179,Market
2026-06-03 05:11:46,BigBazaar,265,Market
2026-06-04 12:24:46,Reliance,271,Market
2026-06-04 19:37:46,Blinkit,315,Market
2026-06-04 01:50:46,Starbucks,641,Coffee
2026-06-04 09:03:46,CafeCoffeeDay,900,Coffee
2026-06-04 16:16:46,Barista,1318,Coffee
2026-06-04 23:29:46,OlaCabs,1951,Transport
2026-06-05 06:42:46,Uber,3236,Transport
2026-06-05 12:55:46,IRCTC,4543,Transport
2026-06-05 20:08:46,Rapido,209,Transport
2026-06-05 03:21:46,Razorpay,154,Business
2026-06-05 10:34:46,Zoho,344,Business
2026-06-05 17:47:46,Meesho,463,Business
2026-06-06 00:00:46,Zomato,692,Restaurant
2026-06-06 07:13:46,Swiggy,835,Restaurant
2026-06-06 14:26:46,KFC,1282,Restaurant
2026-06-06 21:39:46,McDonalds,2005,Restaurant
2026-06-06 03:52:46,DMart,3182,Market
2026-06-06 11:05:46,BigBazaar,4552,Market
2026-06-07 18:18:46,Reliance,184,Market
2026-06-07 01:31:46,Blinkit,152,Market
2026-06-07 08:44:46,Starbucks,197,Coffee
2026-06-07 14:57:46,CafeCoffeeDay,495,Coffee
2026-06-07 22:10:46,Barista,681,Coffee
2026-06-07 05:23:46,OlaCabs,883,Transport
2026-06-08 12:36:46,Uber,1420,Transport
2026-06-08 18:49:46,IRCTC,1975,Transport
2026-06-08 02:02:46,Rapido,3179,Transport
2026-06-08 09:15:46,Razorpay,4604,Business
2026-06-08 16:28:46,Zoho,238,Business
2026-06-08 23:41:46,Meesho,137,Business
2026-06-09 05:54:46,Zomato,332,Restaurant
2026-06-09 13:07:46,Swiggy,300,Restaurant
2026-06-09 20:20:46,KFC,610,Restaurant
2026-06-09 03:33:46,McDonalds,867,Restaurant
2026-06-09 10:46:46,DMart,1303,Market
2026-06-09 16:59:46,BigBazaar,2058,Market
2026-06-10 00:12:46,Reliance,3184,Market
2026-06-10 07:25:46,Blinkit,4564,Market
2026-06-10 14:38:46,Starbucks,68,Coffee
2026-06-10 20:51:46,CafeCoffeeDay,269,Coffee
2026-06-10 04:04:46,Barista,186,Coffee
2026-06-10 11:17:46,OlaCabs,333,Transport
2026-06-11 18:30:46,Uber,543,Transport
2026-06-11 01:43:46,IRCTC,921,Transport
2026-06-11 07:56:46,Rapido,1330,Transport
2026-06-11 15:09:46,Razorpay,2070,Business
2026-06-11 22:22:46,Zoho,3202,Business
2026-06-11 05:35:46,Meesho,4524,Business
2026-06-12 11:48:46,Zomato,84,Restaurant
2026-06-12 19:01:46,Swiggy,167,Restaurant
2026-06-12 02:14:46,KFC,193,Restaurant
2026-06-12 09:27:46,McDonalds,332,Restaurant
2026-06-12 16:40:46,DMart,729,Market
2026-06-12 22:53:46,BigBazaar,937,Market
2026-06-13 06:06:46,Reliance,1404,Market
2026-06-13 13:19:46,Blinkit,1949,Market
2026-06-13 20:32:46,Starbucks,3310,Coffee
2026-06-13 03:45:46,CafeCoffeeDay,4536,Coffee
2026-06-13 09:58:46,Barista,161,Coffee
2026-06-13 17:11:46,OlaCabs,214,Transport
2026-06-14 00:24:46,Uber,379,Transport
2026-06-14 07:37:46,IRCTC,392,Transport
2026-06-14 13:50:46,Rapido,671,Transport
2026-06-14 21:03:46,Razorpay,981,Business
2026-06-14 04:16:46,Zoho,1297,Business
2026-06-14 11:29:46,Meesho,2035,Business
2026-06-15 18:42:46,Zomato,3248,Restaurant
2026-06-15 00:55:46,Swiggy,4576,Restaurant
2026-06-15 08:08:46,KFC,197,Restaurant
2026-06-15 15:21:46,McDonalds,111,Restaurant
2026-06-15 22:34:46,DMart,366,Market
2026-06-15 05:47:46,BigBazaar,500,Market
2026-06-16 12:00:46,Reliance,708,Market
2026-06-16 19:13:46,Blinkit,963,Market
2026-06-16 02:26:46,Starbucks,1347,Coffee
2026-06-16 09:39:46,CafeCoffeeDay,2037,Coffee
2026-06-16 15:52:46,Barista,3284,Coffee
2026-06-16 23:05:46,OlaCabs,4527,Transport
2026-06-17 06:18:46,Uber,60,Transport
2026-06-17 13:31:46,IRCTC,222,Transport
2026-06-17 20:44:46,Rapido,282,Transport
2026-06-17 02:57:46,Razorpay,409,Business
2026-06-17 10:10:46,Zoho,715,Business
2026-06-17 17:23:46,Meesho,857,Business
2026-06-18 00:36:46,Zomato,1395,Restaurant
